3,10,1,1,0,188,0,0
3,10,2,1,0,220,0,0
3,10,3,1,0,252,0,0
3,10,3,3,0,312,0,0
3,10,8,1,0,416,0,0
3,10,1,0,1,158,0,0
3,10,2,0,1,190,0,0
3,10,3,0,1,222,0,0
3,10,3,0,3,222,0,0
3,10,8,0,1,386,0,0
3,10,30,0,7,1148,0,0
3,10,30,7,0,1358,0,0
3,10,38,0,10,1434,0,0
3,10,38,10,0,1734,0,0
3,10,1,1,-1,40,0,0
3,10,2,1,-1,70,0,0
3,10,3,1,-1,100,0,0
3,10,3,3,-1,160,0,0
3,10,8,1,-1,250,0,0
3,10,30,7,-1,1090,0,0
3,10,38,10,-1,1420,0,0
